,Facility Number,School Type,School District or Name,Facility Address,Age Group,MMR Vaccination Rate,County
339,120486003,,Saucon Valley SHS,2100 Polk Valley Rd,12th Grade,98.67,Northampton
340,120484803,,Shafer El Sch,49 S Liberty St,Kindergarten,98.17,Northampton
341,120483302,,Shawnee El Sch,1315 Echo Trail,Kindergarten,93.24,Northampton
342,120481002,,Spring Garden El Sch,901 North Blvd,Kindergarten,94.81,Northampton
343,220487202,,St Anne School,375 Hickory St,Kindergarten,96.15,Northampton
344,220487202,,St Anne School,375 Hickory St,7th Grade,93.1,Northampton
345,220487602,,St Jane Frances School,1900 Washington Blvd,Kindergarten,80.0,Northampton
346,220487602,,St Jane Frances School,1900 Washington Blvd,7th Grade,93.18,Northampton
347,120481002,,Thomas Jefferson El Sch,404 E North St,Kindergarten,87.23,Northampton
348,120483302,,Tracy El Sch,1243 Tatamy Rd,Kindergarten,95.45,Northampton
349,120481002,,William Penn El Sch,1002 Main St,Kindergarten,96.97,Northampton
350,120488603,,Williams Township El Sch,2660 Morgan Hill Rd,Kindergarten,90.48,Northampton
351,120488603,,Wilson Area HS,424 Warrior Ln,12th Grade,100.0,Northampton
352,120488603,,Wilson Area Intermediate Sch,2400 Firmstone St,7th Grade,100.0,Northampton
353,120488603,,Wilson Borough El Sch,301 S 21st St,Kindergarten,90.74,Northampton
354,120485603,,Wind Gap MS,1620 Teels Rd,7th Grade,96.88,Northampton
355,120522003,,Delaware Valley El Sch,500 Avenue S,Kindergarten,91.49,Pike
356,120522003,,Delaware Valley HS,252 Route 6 and 209,12th Grade,97.69,Pike
357,120522003,,Delaware Valley MS,258 Route 6 and 209,7th Grade,92.25,Pike
358,120522003,,Dingman-Delaware MS,1365 Route 739,7th Grade,93.82,Pike
359,120522003,,Dingman-Delaware Primary Sch,1375 Route 739,Kindergarten,89.73,Pike
360,120522003,,Shohola El Sch,940 Twin Lakes Road,Kindergarten,87.5,Pike
361,119648303,,Wallenpaupack Area HS,2552 Route 6,12th Grade,95.94,Pike
362,119648303,,Wallenpaupack Area MS,139 Atlantic Ave,7th Grade,96.52,Pike
363,119648303,,Wallenpaupack Pri Sch,158 Atlantic Ave,Kindergarten,92.67,Pike
364,119581003,,Blue Ridge El Sch,5150 School Road,Kindergarten,91.04,Susquehanna
365,119581003,,Blue Ridge HS,5150 School Road,12th Grade,96.34,Susquehanna
366,119581003,,Blue Ridge MS,5150 School Road,7th Grade,98.55,Susquehanna
367,119584503,,Choconut Valley El Sch,4458 Stanley Lake Road,Kindergarten,97.44,Susquehanna
368,119582503,,Elk Lake El Sch,2380 Elk Lake School Road,Kindergarten,96.74,Susquehanna
369,119582503,,Elk Lake JSHS,2380 Elk Lake School Road,7th Grade,100.0,Susquehanna
370,119582503,,Elk Lake JSHS,2380 Elk Lake School Road,12th Grade,97.47,Susquehanna
371,119583003,,Forest City Regional El Sch,100 Susquehanna Street,Kindergarten,97.92,Susquehanna
372,119583003,,Forest City Regional HS,100 Susquehanna St,7th Grade,98.46,Susquehanna
373,119583003,,Forest City Regional HS,100 Susquehanna St,12th Grade,97.96,Susquehanna
374,119584503,,Lathrop Street El Sch,130 Lathrop St,Kindergarten,95.56,Susquehanna
375,119584503,,Montrose Area JSHS,75 Meteor Way,7th Grade,97.39,Susquehanna
376,119584503,,Montrose Area JSHS,75 Meteor Way,12th Grade,98.81,Susquehanna
377,119584603,,Mountain View El Sch,11748 State Route 106,Kindergarten,92.96,Susquehanna
378,119584603,,Mountain View JSHS,11749 State Route 106,7th Grade,100.0,Susquehanna
379,119584603,,Mountain View JSHS,11749 State Route 106,12th Grade,100.0,Susquehanna
380,119586503,,Susquehanna Community El Sch,3192 Turnpike St,Kindergarten,94.12,Susquehanna
381,119586503,,Susquehanna Community JSHS,3192 Turnpike St,7th Grade,96.67,Susquehanna
382,119586503,,Susquehanna Community JSHS,3192 Turnpike St,12th Grade,100.0,Susquehanna
383,119648703,,Damascus Area Sch,174 High School Rd,Kindergarten,93.33,Wayne
384,119648703,,Damascus Area Sch,174 High School Rd,7th Grade,97.06,Wayne
385,119648903,,EverGreen El Sch,739 Easton Turnpike,Kindergarten,94.12,Wayne
386,119648703,,Honesdale HS,459 Terrace St,12th Grade,97.45,Wayne
387,119648703,,Preston Sch,1493 Crosstown Highway,7th Grade,95.24,Wayne
388,119648703,,Stourbridge Primary Ctr,123 ABC Drive,Kindergarten,93.55,Wayne
389,119648303,,Wallenpaupack South El Sch,989 Main St,Kindergarten,89.8,Wayne
390,119648703,,Wayne Highlands MS,482 Grove St,7th Grade,99.26,Wayne
391,119648903,,Western Wayne HS,1970A Easton Turnpike,12th Grade,95.28,Wayne
392,119648903,,Western Wayne MS,1970B Easton Turnpike,7th Grade,99.24,Wayne
393,119648903,,Wilson El Sch,74 Belmont St,Kindergarten,92.31,Wayne
394,119665003,,Lackawanna Trail El Ctr,PO Box 85,Kindergarten,98.36,Wyoming
395,119665003,,Lackawanna Trail JSHS,"Tunnel Hill Rd., R.D.1",7th Grade,100.0,Wyoming
396,119665003,,Lackawanna Trail JSHS,"Tunnel Hill Rd., R.D.1",12th Grade,100.0,Wyoming
397,118667503,,Tunkhannock Area Primary Cntr,99 Digger Dr,Kindergarten,92.31,Wyoming
398,118667503,,Tunkhannock HS,135 Tiger Drive,12th Grade,98.84,Wyoming
399,118667503,,Tunkhannock STEM Academy,41 Philadelphia Ave,7th Grade,100.0,Wyoming
400,114067002,,Amanda E Stout El Sch,321 S 10th St,Kindergarten,85.27,Berks
401,114062503,,Andrew Maier El Sch,355 Andrew Maier Blvd,Kindergarten,100.0,Berks
402,114060503,,Antietam HS,201 N 25th St,7th Grade,88.76,Berks
403,114060503,,Antietam HS,201 N 25th St,12th Grade,98.67,Berks
404,214062752,,Berks Catholic High School,955 E Wyomissing Blvd,12th Grade,90.14,Berks
405,114068003,,Bethel El Sch,8390 Lancaster Ave,Kindergarten,95.35,Berks
406,214061052,,Blue Mountain Academy,2363 Mountain Rd,12th Grade,79.66,Berks
407,114060753,,Boyertown Area MS-East,2020 Big Rd,7th Grade,88.03,Berks
408,114060753,,Boyertown Area MS-West,380 S Madison St,7th Grade,98.35,Berks
409,114060753,,Boyertown Area SHS,120 N Monroe St,12th Grade,98.38,Berks
410,114060753,,Boyertown Area SHS,120 N Monroe St,12th Grade - Home School,61.9,Berks
411,114060753,,Boyertown El Sch,641 E Second St,Kindergarten,95.0,Berks
412,114060853,,Brandywine Heights El Sch,200 W. Weis St.,Kindergarten,98.82,Berks
413,114060853,,Brandywine Heights HS,200 W Weis St,12th Grade,99.12,Berks
414,114060853,,Brandywine Heights Intrmd/MS,200 W Weis St,7th Grade,98.08,Berks
415,114063003,,Brecknock El Sch,10 S Waverly St,Kindergarten,100.0,Berks
416,114067002,,Central MS,215 North 12th St,7th Grade,99.76,Berks
417,114060753,,Colebrookdale El Sch,1001 Montgomery Avenue,Kindergarten,91.67,Berks
418,114061103,,Conrad Weiser East El Sch,200 Lincoln Dr,Kindergarten,97.37,Berks
419,114061103,,Conrad Weiser HS,44 Big Spring Road,12th Grade,99.5,Berks
420,114061103,,Conrad Weiser MS,347 East Penn Avenue,7th Grade,98.47,Berks
421,114061103,,Conrad Weiser West El Sch,102 S 3rd St,Kindergarten,95.79,Berks
422,114069103,,Cornwall Terrace El Sch,2610 Grandview Blvd,Kindergarten,97.62,Berks
423,114063003,,Cumru El Sch,10 S Waverly St,Kindergarten,96.26,Berks
424,114061503,,Daniel Boone Area HS,501 Chestnut St,12th Grade,99.21,Berks
425,114061503,,Daniel Boone Area MS,1845 Weavertown Rd,7th Grade,98.73,Berks
426,114061503,,Daniel Boone Area Primary Ctr,576 Monocacy Creek Road,Kindergarten,94.24,Berks
427,114060753,,Earl El Sch,22 Schoolhouse Rd,Kindergarten,83.87,Berks
428,114062003,,Exeter Twp JHS,151 E 39th St,7th Grade,99.68,Berks
429,114062003,,Exeter Twp SHS,201 E 37th St,12th Grade,98.5,Berks
430,114062503,,Fleetwood MS,407 N Richmond St,7th Grade,99.36,Berks
431,114062503,,Fleetwood SHS,803 N Richmond St,12th Grade,99.46,Berks
432,114060753,,Gilbertsville El Sch,36 Congo Rd,Kindergarten,98.8,Berks
433,114067002,,Glenside El Sch,500 Lackawanna St,Kindergarten,94.44,Berks
434,114063003,,Governor Mifflin MS,130 East Lancaster Avenue,7th Grade,95.65,Berks
435,114063003,,Governor Mifflin SHS,101 S Waverly St,12th Grade,100.0,Berks
436,114069103,,Green Valley El Sch,2601 Grandview Blvd,Kindergarten,97.47,Berks
437,114064003,,Greenwich-Lenhartsville El Sch,1457 SR 737 Krumsville Rd,Kindergarten,100.0,Berks
438,114063503,,Hamburg Area HS,701 Windsor Street,12th Grade,99.44,Berks
439,114063503,,Hamburg Area Middle School,Windsor Street,7th Grade,100.0,Berks
440,214062302,,High Point Baptist Academy,PO Box 188,7th Grade,90.91,Berks
441,214062302,,High Point Baptist Academy,PO Box 188,12th Grade,85.71,Berks
442,214062502,,Holy Guardian Angels Regional School,3125 Kutztown Rd,Kindergarten,94.44,Berks
443,214062502,,Holy Guardian Angels Regional School,3125 Kutztown Rd,7th Grade,100.0,Berks
444,114068103,,Honey Brook El Ctr,1530 West Walnut Road,Kindergarten,98.44,Berks
445,114062003,,Jacksonwald El Sch,100 Church Lane,Kindergarten,100.0,Berks
446,114064003,,Kutztown Area MS,10 Deisher Ln,7th Grade,93.97,Berks
447,114064003,,Kutztown Area SHS,50 Trexler Ave,12th Grade,91.53,Berks
448,114064003,,Kutztown El Sch,40 Normal Ave,Kindergarten,96.36,Berks
449,114067002,,Lauers Park El Sch,251 N 2nd St,Kindergarten,96.12,Berks
450,114062003,,Lorane El Sch,699 Rittenhouse Dr,Kindergarten,97.22,Berks
451,114063003,,Mifflin Park El Sch,598 Governor Dr,Kindergarten,96.74,Berks
452,114067002,,Millmont El Sch,400 Summit Avenue,Kindergarten,97.37,Berks
453,300064150,,Montessori Country Day School,53 Vermont Rd,Kindergarten,86.36,Berks
454,114065503,,Muhlenberg El Ctr,610 Sharp Avenue,Kindergarten,96.03,Berks
455,114065503,,Muhlenberg HS,400 Sharp Avenue,12th Grade,99.75,Berks
456,114065503,,Muhlenberg Jr MS,801 E Bellevue Ave,7th Grade,98.83,Berks
457,114060753,,New Hanover-Upper Frederick El,2547 Big Rd,Kindergarten,98.8,Berks
458,114067002,,Northeast MS,1216 N 13th St,7th Grade,100.0,Berks
459,114067002,,Northwest El Sch,820 Clinton Street,Kindergarten,98.85,Berks
460,114067002,,Northwest MS,1000 N Front St,7th Grade,97.5,Berks
461,114066503,,Oley Valley El Sch,3257 Friedensburg Rd,Kindergarten,97.75,Berks
462,114066503,,Oley Valley MS,3247 Friedensburg RD,7th Grade,96.64,Berks
463,114066503,,Oley Valley SHS,17 Jefferson St,12th Grade,99.19,Berks
464,114062003,,Owatin Creek El Sch,5000 Boyertown Pike,Kindergarten,97.03,Berks
465,114068003,,Penn Bernville El Sch,24 Shartlesville Rd,Kindergarten,93.18,Berks
466,114063503,,Perry El Sch,201 Fourth Street,Kindergarten,97.92,Berks
467,214065502,,Pine Forge Academy,PO Box 338,12th Grade,100.0,Berks
468,114067002,,Reading SHS,801 N 13th St,12th Grade,99.53,Berks
469,114067002,,Riverside El Sch,1400 Centre Avenue,Kindergarten,97.18,Berks
470,114068103,,Robeson El Ctr,801 White Bear Rd,Kindergarten,93.55,Berks
471,214067002,,Sacred Heart School,701 Franklin St,Kindergarten,100.0,Berks
472,114067503,,Schuylkill Valley El Sch,62 Ashley Way,Kindergarten,96.53,Berks
473,114067503,,Schuylkill Valley HS,929 Lakeshore Dr,12th Grade,98.94,Berks
474,114067503,,Schuylkill Valley MS,114 Ontelaunee Dr,7th Grade,98.29,Berks
475,114069103,,Shiloh Hills El Sch,2601 Grandview Blvd,Kindergarten,95.45,Berks
476,114067002,,Sixteenth & Haak El Sch,1601 Haak St,Kindergarten,98.89,Berks
477,114067002,,Southern MS,931 Chestnut St,7th Grade,99.4,Berks
478,114067002,,Southwest MS,300 Chestnut St,7th Grade,100.0,Berks
479,114069103,,Spring Ridge El Sch,2601 Grandview Blvd,Kindergarten,98.88,Berks
480,214067202,,St Catharine of Siena School,2330 Perkiomen Ave,Kindergarten,100.0,Berks
481,214067202,,St Catharine of Siena School,2330 Perkiomen Ave,7th Grade,100.0,Berks
482,214067302,,St Ignatius Loyola School,2700 Saint Albans Dr,Kindergarten,88.89,Berks
483,214067302,,St Ignatius Loyola School,2700 Saint Albans Dr,7th Grade,95.45,Berks
484,214067602,,St Margaret School,233 Spring St,7th Grade,100.0,Berks
485,214067902,,St Peter School,225 S 5th St,Kindergarten,88.89,Berks
486,214067902,,St Peter School,225 S 5th St,7th Grade,100.0,Berks
487,114060503,,Stony Creek El Sch,100 Antietam Rd,Kindergarten,100.0,Berks
488,114067002,,Tenth & Green El Sch,400 N 10th St,Kindergarten,99.15,Berks
489,114067002,,Tenth & Penn El Sch,955 Penn St,Kindergarten,100.0,Berks
490,114067002,,Thirteenth & Green El Sch,501 N 13th St,Kindergarten,98.75,Berks
491,114067002,,Thirteenth & Union El Sch,1600 N 13th St,Kindergarten,99.17,Berks
492,114063503,,Tilden El Center,524 W State St,Kindergarten,93.94,Berks
493,114068003,,Tulpehocken Area HS,430 New Schaefferstown Rd,7th Grade,93.1,Berks
494,114068003,,Tulpehocken Area HS,430 New Schaefferstown Rd,12th Grade,91.51,Berks
495,114068003,,Tulpehocken Area HS,430 New Schaefferstown Rd,7th Grade - Home School,30.43,Berks
496,114067002,,Twelfth & Marion El Sch,1200 N 12th St,Kindergarten,96.47,Berks
497,114068103,,Twin Valley El Ctr,50 Mast Rd,Kindergarten,97.56,Berks
498,114068103,,Twin Valley HS,4897 North Twin Valley Rd,12th Grade,99.6,Berks
499,114068103,,Twin Valley MS,770 Clymer Hill Rd,7th Grade,98.58,Berks
500,114067002,,Tyson-Schoener El Sch,315 S 5th St,Kindergarten,90.91,Berks
501,114060753,,Washington El Sch,1406 Route 100,Kindergarten,97.33,Berks
502,114069103,,Whitfield El Sch,2601 Grandview Blvd,Kindergarten,95.29,Berks
503,114062503,,Willow Creek El Sch,605 Crisscross Rd,Kindergarten,94.69,Berks
504,114069103,,Wilson HS,2601 Grandview Boulevard,12th Grade,100.0,Berks
505,114069103,,Wilson Southern MS,2601 Grandview Blvd,7th Grade,99.19,Berks
506,114069103,,Wilson West MS,2601 Grandview Boulevard,7th Grade,99.21,Berks
507,114069353,,Wyomissing Area JSHS,630 Evans Ave,7th Grade,99.34,Berks
508,114069353,,Wyomissing Area JSHS,630 Evans Ave,12th Grade,96.99,Berks
509,114069353,,Wyomissing Hills El Ctr,110 Woodland Rd,Kindergarten,95.73,Berks
510,122098202,,Afton El Sch,1673 Quarry Rd,Kindergarten,98.72,Bucks
511,222090252,,Archbishop Wood Catholic HS,655 York Rd,12th Grade,99.45,Bucks
512,122092102,,Barclay El Sch,2015 Palomino Dr,Kindergarten,96.83,Bucks
513,122098103,,Bedminster El Sch,2914 Fretz Valley Road,Kindergarten,96.67,Bucks
514,122091002,,Belmont Hills El Sch,5000 Neshaminy Blvd,Kindergarten,90.0,Bucks
515,122091352,,Benjamin Franklin MS,6401 Mill Creek Rd,7th Grade,99.6,Bucks
516,122091002,,Benjamin Rush El Sch,3400 Hulmeville Rd,Kindergarten,93.94,Bucks
517,122091002,,Bensalem Twp HS,4319 Hulmeville Rd,12th Grade,98.01,Bucks
518,122092102,,Bridge Valley El Sch,2280 Sugar Bottom Road,Kindergarten,93.1,Bucks
519,122091303,,Bristol HS,1801 Wilson Avenue,12th Grade,97.3,Bucks
520,122091303,,Bristol MS,1801 Wilson Ave,7th Grade,100.0,Bucks
521,122091352,,Brookwood El Sch,2200 Haines Rd,Kindergarten,97.99,Bucks
522,122097502,,Buck El Sch,143 Top Rd,Kindergarten,99.07,Bucks
523,122092102,,Buckingham El Sch,Box 158 2414 Durham Road,Kindergarten,97.56,Bucks
524,122000000,,Bucks County IU 22,705 N Shady Retreat Rd,12th Grade,87.5,Bucks
525,122093460,,Bucks County Montessori CS,219 Tyburn Rd,Kindergarten,100.0,Bucks
526,122091457,,Bucks County Technical High School,610 Wistar Road,12th Grade,99.67,Bucks
527,122092102,,Butler El Sch,200 Brittany Dr,Kindergarten,93.75,Bucks
528,300090645,,Calvary Christian School,676 Lincoln Highway,Kindergarten,86.96,Bucks
529,122091002,,Cecelia Snyder MS,3330 Hulmeville Rd,7th Grade,98.76,Bucks
530,122090001,,Center for Student Lrng CS Pennsbury,345 Lakeside Drive,7th Grade,95.0,Bucks
531,122090001,,Center for Student Lrng CS Pennsbury,345 Lakeside Drive,12th Grade,92.86,Bucks
532,122092102,,Central Bucks HS-East,2804 Holicong Rd,12th Grade,98.13,Bucks
533,122092102,,Central Bucks HS-South,1100 Folly Road,12th Grade,95.76,Bucks
534,122092102,,Central Bucks HS-West,375 W Court St,12th Grade,96.34,Bucks
535,122098202,,Charles H Boehm MS,866 Big Oak Rd,7th Grade,98.28,Bucks
536,122092353,,Churchville El Sch,100 New Rd,Kindergarten,98.36,Bucks
537,122092102,,Cold Spring El Sch,4150 Durham Rd,Kindergarten,95.45,Bucks
538,222091252,,Conwell Egan Catholic HS,611 Wistar Rd,12th Grade,99.31,Bucks
539,122091002,,Cornwells El Sch,2215 Hulmeville Rd,Kindergarten,91.89,Bucks
540,122092353,,Council Rock HS North,62 Swamp Rd,12th Grade,97.05,Bucks
541,122092353,,Council Rock HS South,2002 Rock Way,12th Grade,98.58,Bucks
542,122092002,,Davis El Sch,475 Maple Ave,Kindergarten,95.45,Bucks
543,122098103,,Deibler El Sch,1122 W Schwenkmill Rd,Kindergarten,92.11,Bucks
544,122092102,,Doyle El Sch,260 N West St,Kindergarten,90.91,Bucks
545,300091340,,Doylestown Hospital Children's Village,595 W State St,Kindergarten,95.65,Bucks
546,122098003,,Durham-Nockamixon El Sch,41 Thomas Free Dr,Kindergarten,88.64,Bucks
547,122098202,,Edgewood El Sch,899 Oxford Valley Rd,Kindergarten,96.67,Bucks
548,122098202,,Eleanor Roosevelt El Sch,185 Walton Dr,Kindergarten,92.55,Bucks
549,222097267,,Faith Christian Academy - Kindergarten,2255 Allentown Rd,Kindergarten,95.65,Bucks
550,222095718,,Faith Christian Academy-Elementary Campus,2255 Allentown Rd,Kindergarten,87.93,Bucks
551,222092002,,Faith Christian Academy-Middle/Upper Campus,2255 Allentown Rd,7th Grade,69.62,Bucks
552,222092002,,Faith Christian Academy-Middle/Upper Campus,2255 Allentown Rd,12th Grade,68.92,Bucks
553,122098202,,Fallsington El Sch,134 Yardley Ave,Kindergarten,100.0,Bucks
554,322090077,,First Childrens Academy II Inc,520 Street Rd,Kindergarten,66.67,Bucks
555,122092102,,Gayman El Sch,4440 Point Pleasant Pike,Kindergarten,90.0,Bucks
556,222092252,,George School,1690 Newtown Langhorne Road,12th Grade,98.33,Bucks
557,122092353,,Goodnoe El Sch,298 Frost Lane,Kindergarten,89.66,Bucks
558,122097203,,Grandview El Sch,80 Grandview Ave,Kindergarten,97.18,Bucks
559,122098103,,Grasse El Sch,600 Rickert Rd,Kindergarten,98.04,Bucks
560,122092102,,Groveland El Sch,1100 North Easton Road,Kindergarten,96.39,Bucks
561,122092353,,Hillcrest El Sch,420 E Holland Rd,Kindergarten,93.75,Bucks
562,122092102,,Holicong MS,2900 Holicong Rd,7th Grade,98.39,Bucks
563,122092353,,Holland El Sch,597 Beverly Road,Kindergarten,94.12,Bucks
564,122092353,,Holland MS,400 E Holland Rd,7th Grade,94.06,Bucks
565,222096002,,Holy Family Regional School,2477 Trenton Road,Kindergarten,92.31,Bucks
566,222092602,,Holy Ghost Preparatory School,2429 Bristol Pike,12th Grade,100.0,Bucks
567,222092802,,Holy Trinity School,Stockham & Osborne,Kindergarten,96.3,Bucks
568,222092802,,Holy Trinity School,Stockham & Osborne,7th Grade,100.0,Bucks
569,122097502,,Hoover El Sch,500 Trenton Rd,Kindergarten,99.07,Bucks
